Network	Pedigree	Founder	Network	Pedigree	Founder	degree_related	p_value
full.genome_network13	1	Missing1	NA	F036425	F036425	4	<10^-80
full.genome_network1	1	Missing1	NA	F036426	F036426	1	0.0000000030566
full.genome_network2	1	Missing3	NA	F036426	F036426	1	0.000000000066786
full.genome_network3	1	F024110	NA	F036426	F036426	2	0.000020182
full.genome_network4	1	F024121	NA	F036426	F036426	2	0.00030354
full.genome_network5	1	F036273	NA	F036426	F036426	2	0.00000095302
full.genome_network6	1	Missing1	NA	F036426	F036426	1	0.0000000058482
full.genome_network7	1	F036314	NA	F036426	F036426	7	0.000000034226
full.genome_network8	1	Missing1	NA	F036426	F036426	1	0.0000000019417
full.genome_network9	1	Missing1	NA	F036426	F036426	1	0.0000000081667
full.genome_network10	1	F036345	NA	F036426	F036426	2	0.00000019387
full.genome_network11	1	Missing1	NA	F036426	F036426	8	0.000000000000000000000000000000000000000000000000094652
full.genome_network12	1	Missing1	NA	F036426	F036426	6	0.0000000000000000000000000000000000000010554
full.genome_network13	1	Missing1	NA	F036426	F036426	6	<10^-80
full.genome_network1	1	Missing1	NA	F036456	F036456	1	0.000036179
full.genome_network2	1	Missing3	NA	F036456	F036456	1	0.00000000013341
full.genome_network3	1	F024110	NA	F036456	F036456	2	0.0000072822
full.genome_network4	1	F024121	NA	F036456	F036456	2	0.00000089572
full.genome_network5	1	F036273	NA	F036456	F036456	2	0.0000095547
full.genome_network6	1	Missing1	NA	F036456	F036456	1	0.00000026515
full.genome_network7	2	F036313	NA	F036456	F036456	4	<10^-80
full.genome_network8	1	Missing1	NA	F036456	F036456	1	0.0000046115
full.genome_network9	1	Missing1	NA	F036456	F036456	1	0.00000012993
full.genome_network10	1	F036345	NA	F036456	F036456	2	0.000048336
full.genome_network11	1	Missing1	NA	F036456	F036456	7	<10^-80
full.genome_network12	1	Missing1	NA	F036456	F036456	1	<10^-80
full.genome_network13	1	Missing1	NA	F036456	F036456	1	<10^-80
full.genome_network1	1	Missing1	NA	F036466	F036466	1	0.0000000020009
full.genome_network2	1	Missing3	NA	F036466	F036466	1	0.00000000000024418
full.genome_network3	1	F024110	NA	F036466	F036466	2	0.000078648
full.genome_network4	1	F024121	NA	F036466	F036466	2	0.000075671
full.genome_network5	1	F036273	NA	F036466	F036466	2	0.000000077302
full.genome_network6	1	Missing1	NA	F036466	F036466	1	0.00000000046906
full.genome_network7	1	F036314	NA	F036466	F036466	2	0.000069664
full.genome_network8	1	Missing1	NA	F036466	F036466	8	0.000000000000000010053
full.genome_network9	1	Missing1	NA	F036466	F036466	1	0.000000000014492
full.genome_network10	1	F036345	NA	F036466	F036466	2	0.00020096
full.genome_network11	1	Missing1	NA	F036466	F036466	6	0.0000000000000000000017156
full.genome_network12	1	Missing1	NA	F036466	F036466	1	0.00000095113
full.genome_network13	1	Missing1	NA	F036466	F036466	1	0.000000030176
full.genome_network1	1	Missing1	NA	F036468	F036468	1	0.000000016008
full.genome_network2	1	Missing3	NA	F036468	F036468	1	0.00000031945
full.genome_network3	1	F024110	NA	F036468	F036468	2	0.000010240
full.genome_network4	1	F024121	NA	F036468	F036468	2	0.00025165
full.genome_network5	1	F036273	NA	F036468	F036468	6	0.000000000000000000000000000012200
full.genome_network6	1	Missing1	NA	F036468	F036468	6	0.0000000000000000000000000000000000000000000000000000000000000088237
full.genome_network7	1	F036314	NA	F036468	F036468	2	0.000095032
full.genome_network8	1	Missing1	NA	F036468	F036468	7	0.0000000000000000000000000000000000000000000000000000000011441
full.genome_network9	1	Missing1	NA	F036468	F036468	1	0.00000000000070302
full.genome_network10	1	F036345	NA	F036468	F036468	8	0.00000000000000000000000000000000084732
full.genome_network11	1	Missing1	NA	F036468	F036468	1	0.000000000000032046
full.genome_network12	1	Missing1	NA	F036468	F036468	1	0.000000060997
full.genome_network13	1	Missing1	NA	F036468	F036468	1	0.00000000018158
full.genome_network1	1	Missing1	NA	F036471	F036471	1	0.000000000000011755
full.genome_network2	1	F021340	NA	F036471	F036471	8	0.000000000044370
full.genome_network3	1	F024110	NA	F036471	F036471	2	0.0000018736
full.genome_network4	1	F024121	NA	F036471	F036471	2	0.000071450
full.genome_network5	1	F036273	NA	F036471	F036471	2	0.00000088603
full.genome_network6	1	Missing1	NA	F036471	F036471	6	0.00000000000000000000000000000000000000000000000000000000067711
full.genome_network7	1	F036314	NA	F036471	F036471	2	0.0033517
full.genome_network8	1	Missing1	NA	F036471	F036471	6	0.000000000000000000000000000000030692
full.genome_network9	1	Missing1	NA	F036471	F036471	7	0.00000000000000000000018711
full.genome_network10	1	F036345	NA	F036471	F036471	7	0.00000000000000000000000000000014632
full.genome_network11	1	Missing1	NA	F036471	F036471	1	0.00000000000000055440
full.genome_network12	1	Missing1	NA	F036471	F036471	1	0.0000011765
full.genome_network13	1	Missing1	NA	F036471	F036471	1	0.00000058904
full.genome_network1	1	Missing1	NA	F036475	F036475	7	0.000000000000000093946
full.genome_network2	1	Missing3	NA	F036475	F036475	6	0.000000000060347
full.genome_network3	1	F024110	NA	F036475	F036475	2	0.00000045145
full.genome_network4	1	F024121	NA	F036475	F036475	2	0.00000000058221
full.genome_network5	1	F036273	NA	F036475	F036475	6	0.00000000000000000000000000000000000000000000000000000000000000015461
full.genome_network6	1	Missing1	NA	F036475	F036475	6	0.0000000000000000000000000000000000000000000000000000038277
full.genome_network7	1	F036314	NA	F036475	F036475	7	0.00012049
full.genome_network8	1	Missing1	NA	F036475	F036475	1	0.00000000014070
full.genome_network9	1	Missing1	NA	F036475	F036475	1	0.00000053098
full.genome_network10	1	F036345	NA	F036475	F036475	7	0.000000000000000000000000052475
full.genome_network11	1	Missing1	NA	F036475	F036475	8	0.0000000000000000000000000023209
full.genome_network12	1	Missing1	NA	F036475	F036475	1	0.000000000051216
full.genome_network13	1	Missing1	NA	F036475	F036475	1	0.000000000000000037993
full.genome_network1	1	Missing1	NA	F036802	F036802	1	0.0000000000014480
full.genome_network2	1	Missing3	NA	F036802	F036802	6	0.000000000000016589
full.genome_network3	1	F024110	NA	F036802	F036802	2	0.000041321
full.genome_network4	1	F024121	NA	F036802	F036802	2	0.000028215
full.genome_network5	1	F036273	NA	F036802	F036802	8	0.0000000000000000011026
full.genome_network6	1	Missing1	NA	F036802	F036802	1	0.000000000085232
full.genome_network7	1	F036314	NA	F036802	F036802	2	0.00000000016771
full.genome_network8	1	Missing1	NA	F036802	F036802	7	0.000000000000057825
full.genome_network9	1	Missing1	NA	F036802	F036802	1	0.000000000000000000000000000000000011775
full.genome_network10	1	F036345	NA	F036802	F036802	9	0.00000000000030540
full.genome_network11	1	Missing1	NA	F036802	F036802	1	0.000000000000016077
full.genome_network12	1	Missing1	NA	F036802	F036802	1	0.00000025343
full.genome_network13	1	Missing1	NA	F036802	F036802	1	0.0000012202
full.genome_network1	1	Missing1	NA	F037211	F037211	1	0.00000000027016
full.genome_network2	1	Missing3	NA	F037211	F037211	1	0.00000000018240
full.genome_network3	1	F024110	NA	F037211	F037211	2	0.0000036249
full.genome_network4	1	F024121	NA	F037211	F037211	2	0.00044626
full.genome_network5	1	F036273	NA	F037211	F037211	2	0.00023583
full.genome_network6	1	Missing1	NA	F037211	F037211	1	0.0000093906
full.genome_network7	1	F036314	NA	F037211	F037211	2	0.00016677
full.genome_network8	1	Missing1	NA	F037211	F037211	1	0.000031273
full.genome_network9	1	Missing1	NA	F037211	F037211	1	0.000000022732
full.genome_network10	1	F036345	NA	F037211	F037211	2	0.000021070
full.genome_network11	1	Missing1	NA	F037211	F037211	1	0.000000000000023496
full.genome_network12	1	Missing1	NA	F037211	F037211	1	0.000049009
full.genome_network13	1	Missing1	NA	F037211	F037211	1	0.0000098894
full.genome_network1	1	Missing1	NA	F037615	F037615	8	0.0000000000000000029413
full.genome_network2	1	Missing3	NA	F037615	F037615	1	0.000000090832
full.genome_network3	1	F024110	NA	F037615	F037615	2	0.00022866
full.genome_network4	1	F024121	NA	F037615	F037615	2	0.0067169
full.genome_network5	1	F036273	NA	F037615	F037615	2	0.00031689
full.genome_network6	1	Missing1	NA	F037615	F037615	1	0.000000000000000000000000000000060704
full.genome_network7	1	F036314	NA	F037615	F037615	2	0.00040097
full.genome_network8	1	Missing1	NA	F037615	F037615	1	0.00000000033962
full.genome_network9	1	Missing1	NA	F037615	F037615	1	0.00000068505
full.genome_network10	1	F036345	NA	F037615	F037615	2	0.0021784
full.genome_network11	1	Missing1	NA	F037615	F037615	1	0.0000000000000000054174
full.genome_network12	1	Missing1	NA	F037615	F037615	1	0.000000064955
full.genome_network13	1	Missing1	NA	F037615	F037615	1	0.000000017770
full.genome_network1	1	Missing1	NA	F038038	F038038	1	0.0000000000037119
full.genome_network2	1	F021340	NA	F038038	F038038	2	0.00000025142
full.genome_network3	1	F024110	NA	F038038	F038038	8	0.0000000000073899
full.genome_network4	1	F024121	NA	F038038	F038038	2	0.047947
full.genome_network5	1	F036273	NA	F038038	F038038	6	0.0000000000000000000000000000000000000000000000000000000000000000000000000054459
full.genome_network6	1	Missing1	NA	F038038	F038038	7	0.0000000000000000000000000000000000038375
full.genome_network7	1	F036314	NA	F038038	F038038	2	0.000000052096
full.genome_network8	1	Missing1	NA	F038038	F038038	1	0.0000017924
full.genome_network9	1	Missing1	NA	F038038	F038038	8	0.00000000000000042003
full.genome_network10	1	F036345	NA	F038038	F038038	7	0.000000000000000000000000021719
full.genome_network11	1	Missing1	NA	F038038	F038038	1	0.0000000000000084166
full.genome_network12	1	Missing1	NA	F038038	F038038	1	0.000010434
full.genome_network13	1	Missing1	NA	F038038	F038038	1	0.0000000000030844
full.genome_network1	1	Missing1	NA	F038041	F038041	1	0.000000000048846
full.genome_network2	1	Missing3	NA	F038041	F038041	1	0.000000024753
full.genome_network3	1	F024110	NA	F038041	F038041	2	0.0000043606
full.genome_network4	1	F024121	NA	F038041	F038041	2	0.000019668
full.genome_network5	1	F036273	NA	F038041	F038041	2	0.0000051356
full.genome_network6	1	Missing1	NA	F038041	F038041	7	0.00000000000000000000000012058
full.genome_network7	1	F036314	NA	F038041	F038041	2	0.00095718
full.genome_network8	1	Missing1	NA	F038041	F038041	1	0.00000000000000000000000000062614
full.genome_network9	1	Missing1	NA	F038041	F038041	1	0.000000000025910
full.genome_network10	1	F036345	NA	F038041	F038041	8	0.000000000000000000000046987
full.genome_network11	1	Missing1	NA	F038041	F038041	6	0.00000000000000000000000000000084479
full.genome_network12	1	Missing1	NA	F038041	F038041	1	0.0000075602
full.genome_network13	1	Missing1	NA	F038041	F038041	1	0.0000000036970
full.genome_network1	1	Missing1	NA	F052682	F052682	1	0.00000000096960
full.genome_network2	1	Missing3	NA	F052682	F052682	1	0.000000000033200
full.genome_network3	2	F012778	NA	F052682	F052682	8	0.021638
full.genome_network4	1	F024121	NA	F052682	F052682	2	0.00000060566
full.genome_network5	1	F036273	NA	F052682	F052682	2	0.00000000000000000000000032676
full.genome_network6	1	Missing1	NA	F052682	F052682	1	<10^-80
full.genome_network7	1	F036314	NA	F052682	F052682	2	0.000013380
full.genome_network8	1	Missing1	NA	F052682	F052682	8	0.000000000000015867
full.genome_network9	1	Missing1	NA	F052682	F052682	6	0.000000000000000000000000000000031501
full.genome_network10	1	F036345	NA	F052682	F052682	6	0.0000000000000000000000000000000000000000000000000000000058640
full.genome_network11	1	Missing1	NA	F052682	F052682	1	0.000000000042602
full.genome_network12	1	Missing1	NA	F052682	F052682	1	0.0000010106
full.genome_network13	1	Missing1	NA	F052682	F052682	1	0.000000014079
full.genome_network1	1	Missing1	NA	F053050	F053050	5	<10^-80
full.genome_network2	1	Missing3	NA	F053050	F053050	3	<10^-80
full.genome_network3	1	F024110	NA	F053050	F053050	7	0.00000000000000000000019091
full.genome_network4	1	F024121	NA	F053050	F053050	2	0.0000018152
full.genome_network5	1	F036273	NA	F053050	F053050	2	0.0000000000053041
full.genome_network6	1	Missing1	NA	F053050	F053050	1	0.00000083252
full.genome_network7	1	F036314	NA	F053050	F053050	2	0.00031405
full.genome_network8	1	Missing1	NA	F053050	F053050	7	0.00000000000000000000000059485
full.genome_network9	1	Missing1	NA	F053050	F053050	1	0.00000032228
full.genome_network10	1	F036345	NA	F053050	F053050	2	0.00010598
full.genome_network11	1	Missing1	NA	F053050	F053050	1	0.00000000000089651
full.genome_network12	1	Missing1	NA	F053050	F053050	1	0.000000000051283
full.genome_network13	1	Missing1	NA	F053050	F053050	1	0.0000000032673
full.genome_network1	1	Missing1	NA	F053186	F053186	4	<10^-80
full.genome_network2	1	Missing3	NA	F053186	F053186	2	<10^-80
full.genome_network3	1	F024110	NA	F053186	F053186	5	<10^-80
full.genome_network4	2	F024140	NA	F053186	F053186	6	0.000000000000000000000000000000000000000000000000060272
full.genome_network5	1	F036273	NA	F053186	F053186	2	0.0000017015
full.genome_network6	1	Missing1	NA	F053186	F053186	1	0.000000015430
full.genome_network7	1	F036314	NA	F053186	F053186	8	0.000000000019493
full.genome_network8	1	Missing1	NA	F053186	F053186	1	0.000000000000080439
full.genome_network9	1	Missing1	NA	F053186	F053186	1	0.000000053822
full.genome_network10	1	F036345	NA	F053186	F053186	2	0.000063545
full.genome_network11	1	Missing1	NA	F053186	F053186	1	0.0000000000000000000000036506
full.genome_network12	1	Missing1	NA	F053186	F053186	1	0.0000000062717
full.genome_network13	1	Missing1	NA	F053186	F053186	1	0.000000035967
full.genome_network1	1	Missing1	NA	F053218	F053218	3	<10^-80
full.genome_network2	1	Missing3	NA	F053218	F053218	1	<10^-80
full.genome_network3	1	F024110	NA	F053218	F053218	4	<10^-80
full.genome_network4	1	F024121	NA	F053218	F053218	3	0.0000000000000000000000000000000000000000000000000000000000000000000000000000016829
full.genome_network5	1	F036273	NA	F053218	F053218	2	0.000042770
full.genome_network6	1	Missing1	NA	F053218	F053218	1	0.0000010706
full.genome_network7	1	F036314	NA	F053218	F053218	2	0.0000046794
full.genome_network8	1	Missing1	NA	F053218	F053218	1	0.000000000026393
full.genome_network9	1	Missing1	NA	F053218	F053218	1	0.00000000085563
full.genome_network10	1	F036345	NA	F053218	F053218	2	0.00015117
full.genome_network11	1	Missing1	NA	F053218	F053218	1	0.00000000000057852
full.genome_network12	1	Missing1	NA	F053218	F053218	1	0.000000011428
full.genome_network13	1	Missing1	NA	F053218	F053218	1	0.000077289
full.genome_network1	1	Missing1	NA	F053355	F053355	1	0.00000028739
full.genome_network2	1	Missing3	NA	F053355	F053355	6	0.000000000068564
full.genome_network3	1	F024110	NA	F053355	F053355	2	0.000031992
full.genome_network4	1	F024121	NA	F053355	F053355	2	0.0000069130
full.genome_network5	1	F036273	NA	F053355	F053355	2	0.000064624
full.genome_network6	1	Missing1	NA	F053355	F053355	1	0.000000000068281
full.genome_network7	1	F036314	NA	F053355	F053355	2	0.0000030563
full.genome_network8	1	Missing1	NA	F053355	F053355	1	0.000000000000080490
full.genome_network9	1	Missing1	NA	F053355	F053355	1	0.00000031912
full.genome_network10	1	F036345	NA	F053355	F053355	7	0.00000000000000000065786
full.genome_network11	1	Missing1	NA	F053355	F053355	1	0.0000000000088480
full.genome_network12	1	Missing1	NA	F053355	F053355	1	0.000000000000018097
full.genome_network13	1	Missing1	NA	F053355	F053355	1	0.0000054368
full.genome_network1	1	Missing1	NA	F064432	F064432	1	0.0000000000050207
full.genome_network2	1	Missing3	NA	F064432	F064432	1	0.00000000093378
full.genome_network3	1	F024110	NA	F064432	F064432	2	0.000068667
full.genome_network4	1	F024121	NA	F064432	F064432	2	0.000015860
full.genome_network5	1	F036273	NA	F064432	F064432	5	0.00000000000000000000000000000000000000000000000000000000000049008
full.genome_network6	1	Missing1	NA	F064432	F064432	5	<10^-80
full.genome_network7	1	F036314	NA	F064432	F064432	2	0.0000038324
full.genome_network8	1	Missing1	NA	F064432	F064432	1	0.00000000000000000000022497
full.genome_network9	1	Missing1	NA	F064432	F064432	1	0.00000019515
full.genome_network10	1	F036345	NA	F064432	F064432	2	0.014040
full.genome_network11	1	Missing1	NA	F064432	F064432	1	0.000000000000018770
full.genome_network12	1	Missing1	NA	F064432	F064432	1	0.00000019014
full.genome_network13	1	Missing1	NA	F064432	F064432	1	0.00000013530
full.genome_network1	1	Missing1	NA	F064553	F064553	1	0.000016449
full.genome_network2	1	Missing3	NA	F064553	F064553	1	0.00000015487
full.genome_network3	1	F024110	NA	F064553	F064553	2	0.0025434
full.genome_network4	1	F024121	NA	F064553	F064553	2	0.00013593
full.genome_network5	1	F036273	NA	F064553	F064553	7	0.00000000000000000000000000000000000000000000028080
full.genome_network6	1	Missing1	NA	F064553	F064553	7	0.00000000000000000078062
full.genome_network7	1	F036314	NA	F064553	F064553	8	0.000000000032913
full.genome_network8	1	Missing1	NA	F064553	F064553	1	0.0000000000000000000046949
full.genome_network9	1	Missing1	NA	F064553	F064553	1	0.0000016598
full.genome_network10	1	F036345	NA	F064553	F064553	9	0.00000000000025899
full.genome_network11	1	Missing1	NA	F064553	F064553	1	0.0000000000000016218
full.genome_network12	1	Missing1	NA	F064553	F064553	1	0.00000000000076438
full.genome_network13	1	Missing1	NA	F064553	F064553	1	0.000023793
full.genome_network1	1	Missing1	NA	F066114	F066114	1	0.0000000024210
full.genome_network2	1	Missing3	NA	F066114	F066114	7	0.000090756
full.genome_network3	1	F024110	NA	F066114	F066114	2	0.00000090509
full.genome_network4	1	F024121	NA	F066114	F066114	2	0.00069620
full.genome_network5	1	F036273	NA	F066114	F066114	2	0.000014019
full.genome_network6	1	Missing1	NA	F066114	F066114	7	0.000000000000000000000000000017251
full.genome_network7	1	F036314	NA	F066114	F066114	2	0.00023531
full.genome_network8	1	Missing1	NA	F066114	F066114	8	0.00000000000024871
full.genome_network9	1	Missing1	NA	F066114	F066114	1	0.0000028553
full.genome_network10	1	F036345	NA	F066114	F066114	7	0.00000000000000000015231
full.genome_network11	1	Missing1	NA	F066114	F066114	1	0.000000000000000087505
full.genome_network12	1	Missing1	NA	F066114	F066114	1	0.00000000063258
full.genome_network13	1	Missing1	NA	F066114	F066114	1	0.00000000000022325
full.genome_network1	1	Missing1	NA	F066496	F066496	1	0.0000000010944
full.genome_network2	1	Missing3	NA	F066496	F066496	1	0.0000000000036069
full.genome_network3	1	F024110	NA	F066496	F066496	2	0.000023003
full.genome_network4	1	F024121	NA	F066496	F066496	2	0.00065277
full.genome_network5	1	F036273	NA	F066496	F066496	2	0.0017324
full.genome_network6	1	Missing1	NA	F066496	F066496	1	0.0000000000000000000000000000000000000000034909
full.genome_network7	1	F036314	NA	F066496	F066496	2	0.00011651
full.genome_network8	1	Missing1	NA	F066496	F066496	1	0.00000000000000010136
full.genome_network9	1	Missing1	NA	F066496	F066496	1	0.000000013377
full.genome_network10	1	F036345	NA	F066496	F066496	2	0.0000000000000000000000014793
full.genome_network11	1	Missing1	NA	F066496	F066496	1	0.0000000000000000046207
full.genome_network12	1	Missing1	NA	F066496	F066496	1	0.00000015034
full.genome_network13	1	Missing1	NA	F066496	F066496	1	0.0000000076216
full.genome_network1	1	Missing1	NA	F066666	F066666	1	0.000000014012
full.genome_network2	1	Missing3	NA	F066666	F066666	1	0.000000016500
full.genome_network3	1	F024110	NA	F066666	F066666	2	0.0000010893
full.genome_network4	1	F024121	NA	F066666	F066666	2	0.000028357
full.genome_network5	1	F036273	NA	F066666	F066666	2	0.000000000000010355
full.genome_network6	1	Missing1	NA	F066666	F066666	1	0.00000000000000064932
full.genome_network7	1	F036314	NA	F066666	F066666	2	0.0000014762
full.genome_network8	1	Missing1	NA	F066666	F066666	1	0.00000074142
full.genome_network9	1	Missing1	NA	F066666	F066666	1	0.0000000039465
full.genome_network10	1	F036345	NA	F066666	F066666	9	0.0000000000013788
full.genome_network11	1	Missing1	NA	F066666	F066666	1	0.000000000000000053802
full.genome_network12	1	Missing1	NA	F066666	F066666	1	0.00000022703
full.genome_network13	1	Missing1	NA	F066666	F066666	1	0.0000041740
full.genome_network1	1	Missing1	NA	F074072	F074072	8	0.0000000000000000000000019913
full.genome_network2	1	Missing3	NA	F074072	F074072	6	0.00000000000028497
full.genome_network3	1	F024110	NA	F074072	F074072	2	0.000036768
full.genome_network4	1	F024121	NA	F074072	F074072	2	0.0025371
full.genome_network5	1	F036273	NA	F074072	F074072	6	0.00000000000000000000000000000000000000015601
full.genome_network6	1	Missing1	NA	F074072	F074072	5	<10^-80
full.genome_network7	1	F036314	NA	F074072	F074072	2	0.0000016052
full.genome_network8	1	Missing1	NA	F074072	F074072	1	0.0000000000015994
full.genome_network9	1	Missing1	NA	F074072	F074072	1	0.00000011015
full.genome_network10	1	F036345	NA	F074072	F074072	7	0.00000000000000000000000042929
full.genome_network11	1	Missing1	NA	F074072	F074072	1	0.0000000000000000078204
full.genome_network12	1	Missing1	NA	F074072	F074072	1	0.0000014272
full.genome_network13	1	Missing1	NA	F074072	F074072	1	0.00000012966
full.genome_network1	1	Missing1	NA	F074860	F074860	1	0.000000000000087383
full.genome_network2	1	Missing3	NA	F074860	F074860	1	0.00000099597
full.genome_network3	1	F024110	NA	F074860	F074860	2	0.00055450
full.genome_network4	1	F024121	NA	F074860	F074860	2	0.000070670
full.genome_network5	1	F036273	NA	F074860	F074860	2	0.00039959
full.genome_network6	1	Missing1	NA	F074860	F074860	7	0.00000000000000000000043917
full.genome_network7	1	F036314	NA	F074860	F074860	2	0.00019624
full.genome_network8	1	Missing1	NA	F074860	F074860	6	0.00000000000000000000000000000000093223
full.genome_network9	1	Missing1	NA	F074860	F074860	8	0.00000000000036499
full.genome_network10	1	F036345	NA	F074860	F074860	2	0.0000000000000000000013553
full.genome_network11	1	Missing1	NA	F074860	F074860	1	0.0000000000000000000020673
full.genome_network12	1	Missing1	NA	F074860	F074860	1	0.00000000017866
full.genome_network13	1	Missing1	NA	F074860	F074860	1	0.000000013968
full.genome_network1	1	Missing1	NA	F090911	F090911	1	0.00000000029215
full.genome_network2	1	Missing3	NA	F090911	F090911	1	0.00000010806
full.genome_network3	1	F024110	NA	F090911	F090911	2	0.0000028013
full.genome_network4	1	F024121	NA	F090911	F090911	2	0.025504
full.genome_network5	1	F036273	NA	F090911	F090911	2	0.00010593
full.genome_network6	1	Missing1	NA	F090911	F090911	1	0.000019506
full.genome_network7	1	F036314	NA	F090911	F090911	8	0.0014680
full.genome_network8	1	Missing1	NA	F090911	F090911	1	0.000000000038508
full.genome_network9	1	Missing1	NA	F090911	F090911	1	0.00000045607
full.genome_network10	1	F036345	NA	F090911	F090911	9	0.000000000039892
full.genome_network11	1	Missing1	NA	F090911	F090911	7	0.00000000000000000055379
full.genome_network12	1	Missing1	NA	F090911	F090911	1	0.000018265
full.genome_network13	1	Missing1	NA	F090911	F090911	1	0.000000097776
