Network	Pedigree	Founder	Network	Pedigree	Founder	degree_related	p_value
full.genome_network7	1	F036314	NA	F018295	F018295	2	0.00063878
full.genome_network8	1	Missing1	NA	F018295	F018295	1	0.0000031744
full.genome_network9	1	Missing1	NA	F018295	F018295	8	0.0000000000072391
full.genome_network10	1	F036345	NA	F018295	F018295	9	0.000000000053441
full.genome_network11	1	Missing1	NA	F018295	F018295	7	0.000000000033378
full.genome_network12	1	Missing1	NA	F018295	F018295	1	0.00000064622
full.genome_network13	1	Missing1	NA	F018295	F018295	1	0.00000075372
full.genome_network1	1	Missing1	NA	F021970	F021970	1	0.00000000020272
full.genome_network2	1	Missing3	NA	F021970	F021970	1	0.00000000088414
full.genome_network3	1	F024110	NA	F021970	F021970	2	0.00000032601
full.genome_network4	1	F024121	NA	F021970	F021970	2	0.000067299
full.genome_network5	1	F036273	NA	F021970	F021970	2	0.000049083
full.genome_network6	1	Missing1	NA	F021970	F021970	7	0.00000000000000016013
full.genome_network7	1	F036314	NA	F021970	F021970	2	0.0019953
full.genome_network8	1	Missing1	NA	F021970	F021970	1	0.00000036581
full.genome_network9	1	Missing1	NA	F021970	F021970	1	0.00000000060327
full.genome_network10	1	F036345	NA	F021970	F021970	2	0.000000070235
full.genome_network11	1	Missing1	NA	F021970	F021970	7	0.000000000000000000000052795
full.genome_network12	1	Missing1	NA	F021970	F021970	1	0.00000000021130
full.genome_network13	1	Missing1	NA	F021970	F021970	1	0.00000000000010555
full.genome_network1	1	Missing1	NA	F022845	F022845	1	0.00016462
full.genome_network2	1	Missing3	NA	F022845	F022845	1	0.00000087423
full.genome_network3	1	F024110	NA	F022845	F022845	2	0.0000032687
full.genome_network4	1	F024121	NA	F022845	F022845	2	0.0000069164
full.genome_network5	1	F036273	NA	F022845	F022845	2	0.000000020094
full.genome_network6	1	Missing1	NA	F022845	F022845	1	0.000000000068017
full.genome_network7	1	F036314	NA	F022845	F022845	2	0.000020568
full.genome_network8	1	Missing1	NA	F022845	F022845	1	0.00000028952
full.genome_network9	1	Missing1	NA	F022845	F022845	1	0.0000015418
full.genome_network10	1	F036345	NA	F022845	F022845	2	0.0000021258
full.genome_network11	1	Missing1	NA	F022845	F022845	1	0.000000000000000000000036008
full.genome_network12	1	Missing1	NA	F022845	F022845	1	0.0000016461
full.genome_network13	1	Missing1	NA	F022845	F022845	1	0.0000000017584
full.genome_network1	1	Missing1	NA	F023022	F023022	7	0.000000000000000012484
full.genome_network2	1	Missing3	NA	F023022	F023022	1	0.00000000015013
full.genome_network3	1	F024110	NA	F023022	F023022	2	0.000020214
full.genome_network4	1	F024121	NA	F023022	F023022	2	0.0010648
full.genome_network5	1	F036273	NA	F023022	F023022	7	0.000045147
full.genome_network6	1	Missing1	NA	F023022	F023022	7	0.000000000000000000000000000000013761
full.genome_network7	1	F036314	NA	F023022	F023022	2	0.000000017640
full.genome_network8	1	Missing1	NA	F023022	F023022	1	0.000000000034160
full.genome_network9	1	Missing1	NA	F023022	F023022	7	0.000000000000000000021926
full.genome_network10	1	F036345	NA	F023022	F023022	9	0.000000000032134
full.genome_network11	1	Missing1	NA	F023022	F023022	6	0.0000000000000097529
full.genome_network12	1	Missing1	NA	F023022	F023022	1	0.0000000000019402
full.genome_network13	1	Missing1	NA	F023022	F023022	1	0.0000000000071858
full.genome_network1	1	Missing1	NA	F023030	F023030	7	0.0000000000000000031565
full.genome_network2	1	Missing3	NA	F023030	F023030	1	0.00000000000093478
full.genome_network3	1	F024110	NA	F023030	F023030	2	0.000072987
full.genome_network4	1	F024121	NA	F023030	F023030	2	0.0011339
full.genome_network5	1	F036273	NA	F023030	F023030	6	0.0000000000000000000000000000035613
full.genome_network6	1	Missing1	NA	F023030	F023030	6	0.0000000000000000000000000000000034664
full.genome_network7	1	F036314	NA	F023030	F023030	2	0.0000066982
full.genome_network8	1	Missing1	NA	F023030	F023030	7	0.00000000000010794
full.genome_network9	1	Missing1	NA	F023030	F023030	7	0.0000000000000000000000000000000017047
full.genome_network10	1	F036345	NA	F023030	F023030	7	0.0000000000000000000000000000000000000000000000000011691
full.genome_network11	1	Missing1	NA	F023030	F023030	1	0.0000000000000000010781
full.genome_network12	1	Missing1	NA	F023030	F023030	1	0.0000000000025098
full.genome_network13	1	Missing1	NA	F023030	F023030	1	0.000000098724
full.genome_network1	1	Missing1	NA	F023031	F023031	1	0.0000048026
full.genome_network2	1	Missing3	NA	F023031	F023031	1	0.00000071882
full.genome_network3	1	F024110	NA	F023031	F023031	2	0.00059923
full.genome_network4	1	F024121	NA	F023031	F023031	2	0.000086384
full.genome_network5	1	F036273	NA	F023031	F023031	5	<10^-80
full.genome_network6	1	Missing1	NA	F023031	F023031	5	<10^-80
full.genome_network7	1	F036314	NA	F023031	F023031	2	0.0075338
full.genome_network8	1	Missing1	NA	F023031	F023031	6	0.000000000000000000000000000010667
full.genome_network9	1	Missing1	NA	F023031	F023031	7	0.0000000000000000000017512
full.genome_network10	1	F036345	NA	F023031	F023031	6	0.0000000000000000000000000000000000000000000000000054724
full.genome_network11	1	Missing1	NA	F023031	F023031	1	0.000000000000041317
full.genome_network12	1	Missing1	NA	F023031	F023031	1	0.000000025364
full.genome_network13	1	Missing1	NA	F023031	F023031	1	0.000000000039020
full.genome_network1	1	Missing1	NA	F023036	F023036	1	0.000000000000000080786
full.genome_network2	1	Missing3	NA	F023036	F023036	1	0.000000015538
full.genome_network3	1	F024110	NA	F023036	F023036	2	0.0055850
full.genome_network4	1	F024121	NA	F023036	F023036	2	0.00014894
full.genome_network5	1	F036273	NA	F023036	F023036	7	0.00000000000000000000000000000013104
full.genome_network6	1	Missing1	NA	F023036	F023036	6	0.00000000000000000000000000000000000000000000000000000000000000000000075444
full.genome_network7	1	F036314	NA	F023036	F023036	2	0.0057685
full.genome_network8	1	Missing1	NA	F023036	F023036	7	0.00000000000000000000015368
full.genome_network9	1	Missing1	NA	F023036	F023036	6	0.00000000000000000000000000000000000000000061981
full.genome_network10	1	F036345	NA	F023036	F023036	7	0.000000000000000000000000000030866
full.genome_network11	1	Missing1	NA	F023036	F023036	1	0.0000000000000014543
full.genome_network12	1	Missing1	NA	F023036	F023036	1	0.00000000035699
full.genome_network13	1	Missing1	NA	F023036	F023036	1	0.0000014390
full.genome_network1	1	Missing1	NA	F023056	F023056	1	0.00000016191
full.genome_network2	1	Missing3	NA	F023056	F023056	1	0.000019675
full.genome_network3	1	F024110	NA	F023056	F023056	2	0.0000024269
full.genome_network4	2	F024140	NA	F023056	F023056	8	0.00061857
full.genome_network5	1	F036273	NA	F023056	F023056	2	0.0000024269
full.genome_network6	1	Missing1	NA	F023056	F023056	1	0.000000000021167
full.genome_network7	1	F036314	NA	F023056	F023056	2	0.0000000097235
full.genome_network8	1	Missing1	NA	F023056	F023056	6	0.0000000000000000031110
full.genome_network9	1	Missing1	NA	F023056	F023056	1	0.0000000075961
full.genome_network10	1	F036345	NA	F023056	F023056	2	0.00000000000044168
full.genome_network11	1	Missing1	NA	F023056	F023056	1	0.0000000000017572
full.genome_network12	1	Missing1	NA	F023056	F023056	1	0.000000000072107
full.genome_network13	1	Missing1	NA	F023056	F023056	1	0.000067259
full.genome_network1	1	Missing1	NA	F023067	F023067	1	0.00000024157
full.genome_network2	1	Missing3	NA	F023067	F023067	1	0.00000027524
full.genome_network3	1	F024110	NA	F023067	F023067	8	0.000000000055166
full.genome_network4	1	F024121	NA	F023067	F023067	2	0.00024976
full.genome_network5	1	F036273	NA	F023067	F023067	8	0.00000000000015274
full.genome_network6	1	Missing1	NA	F023067	F023067	7	0.0000000000000000000040032
full.genome_network7	1	F036314	NA	F023067	F023067	2	0.000052550
full.genome_network8	1	Missing1	NA	F023067	F023067	8	0.00000000000000000000000039639
full.genome_network9	1	Missing1	NA	F023067	F023067	7	0.00000000000000019201
full.genome_network10	1	F036345	NA	F023067	F023067	2	0.00000000000000016819
full.genome_network11	1	Missing1	NA	F023067	F023067	1	0.00000000000000044002
full.genome_network12	1	Missing1	NA	F023067	F023067	1	0.000000035700
full.genome_network13	1	Missing1	NA	F023067	F023067	1	0.000017295
full.genome_network1	1	Missing1	NA	F023119	F023119	1	0.00000000000018063
full.genome_network2	1	Missing3	NA	F023119	F023119	1	0.00000000088028
full.genome_network3	1	F024110	NA	F023119	F023119	2	0.00063878
full.genome_network4	1	F024121	NA	F023119	F023119	2	0.0083764
full.genome_network5	1	F036273	NA	F023119	F023119	7	0.00000000000000000000061669
full.genome_network6	1	Missing1	NA	F023119	F023119	8	0.0000000000000025747
full.genome_network7	1	F036314	NA	F023119	F023119	2	0.0011838
full.genome_network8	1	Missing1	NA	F023119	F023119	1	0.000000000067138
full.genome_network9	1	Missing1	NA	F023119	F023119	1	0.000042755
full.genome_network10	1	F036345	NA	F023119	F023119	2	0.025703
full.genome_network11	1	Missing1	NA	F023119	F023119	1	0.000000000082060
full.genome_network12	1	Missing1	NA	F023119	F023119	1	0.0000000047187
full.genome_network13	1	Missing1	NA	F023119	F023119	1	0.000000034805
full.genome_network1	1	Missing1	NA	F023329	F023329	1	0.00000000069805
full.genome_network2	1	Missing3	NA	F023329	F023329	1	0.000000000000056342
full.genome_network3	1	F024110	NA	F023329	F023329	2	0.00000000019656
full.genome_network4	1	F024121	NA	F023329	F023329	2	0.0016465
full.genome_network5	1	F036273	NA	F023329	F023329	2	0.000014376
full.genome_network6	1	Missing1	NA	F023329	F023329	7	0.00000000000000000000045338
full.genome_network7	1	F036314	NA	F023329	F023329	2	0.00013286
full.genome_network8	1	Missing1	NA	F023329	F023329	7	0.000000000000000000000000071837
full.genome_network9	1	Missing1	NA	F023329	F023329	7	0.000000000000000000000022377
full.genome_network10	1	F036345	NA	F023329	F023329	8	0.0000000000000000000076222
full.genome_network11	1	Missing1	NA	F023329	F023329	1	0.00000000000000000011677
full.genome_network12	1	Missing1	NA	F023329	F023329	1	0.00000033938
full.genome_network13	1	Missing1	NA	F023329	F023329	1	0.0000000030310
full.genome_network1	1	Missing1	NA	F024109	F024109	4	<10^-80
full.genome_network2	1	Missing3	NA	F024109	F024109	2	<10^-80
full.genome_network3	1	F024110	NA	F024109	F024109	5	<10^-80
full.genome_network4	2	F024140	NA	F024109	F024109	5	<10^-80
full.genome_network5	1	F036273	NA	F024109	F024109	2	0.000000089644
full.genome_network6	1	Missing1	NA	F024109	F024109	1	0.000000055195
full.genome_network7	1	F036314	NA	F024109	F024109	2	0.000073778
full.genome_network8	1	Missing1	NA	F024109	F024109	7	0.0000000000000010549
full.genome_network9	1	Missing1	NA	F024109	F024109	1	0.000000011692
full.genome_network10	1	F036345	NA	F024109	F024109	2	0.000053039
full.genome_network11	1	Missing1	NA	F024109	F024109	1	0.0000000000000056107
full.genome_network12	1	Missing1	NA	F024109	F024109	1	0.0000000029987
full.genome_network13	1	Missing1	NA	F024109	F024109	1	0.00000000000015706
full.genome_network1	1	Missing1	NA	F024115	F024115	1	<10^-80
full.genome_network2	1	Missing3	NA	F024115	F024115	3	<10^-80
full.genome_network3	1	F024110	NA	F024115	F024115	4	<10^-80
full.genome_network4	1	F024121	NA	F024115	F024115	2	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000027622
full.genome_network5	1	F036273	NA	F024115	F024115	2	0.00036578
full.genome_network6	1	Missing1	NA	F024115	F024115	1	0.0000000025024
full.genome_network7	2	F036313	NA	F024115	F024115	8	0.0000038390
full.genome_network8	1	Missing1	NA	F024115	F024115	1	0.0000000014869
full.genome_network9	1	Missing1	NA	F024115	F024115	1	0.000000019307
full.genome_network10	1	F036345	NA	F024115	F024115	2	0.00000029866
full.genome_network11	1	Missing1	NA	F024115	F024115	6	0.00000000000062844
full.genome_network12	1	Missing1	NA	F024115	F024115	1	0.000000013021
full.genome_network13	1	Missing1	NA	F024115	F024115	1	0.000000049474
full.genome_network1	1	Missing1	NA	F024118	F024118	4	<10^-80
full.genome_network2	1	Missing3	NA	F024118	F024118	2	<10^-80
full.genome_network3	1	F024110	NA	F024118	F024118	3	<10^-80
full.genome_network4	2	F024140	NA	F024118	F024118	3	<10^-80
full.genome_network5	1	F036273	NA	F024118	F024118	2	0.000000073034
full.genome_network6	1	Missing1	NA	F024118	F024118	1	0.00000082620
full.genome_network7	1	F036314	NA	F024118	F024118	8	0.0000000000015721
full.genome_network8	1	Missing1	NA	F024118	F024118	1	0.0000000000000050287
full.genome_network9	1	Missing1	NA	F024118	F024118	1	0.00000000054054
full.genome_network10	1	F036345	NA	F024118	F024118	2	0.0000095879
full.genome_network11	1	Missing1	NA	F024118	F024118	1	0.000000000000000010271
full.genome_network12	1	Missing1	NA	F024118	F024118	1	0.0000000035634
full.genome_network13	1	Missing1	NA	F024118	F024118	1	0.000000037709
full.genome_network1	1	Missing1	NA	F024126	F024126	6	0.000000000000000000000000000000000000000000000000000000000000038366
full.genome_network2	1	Missing3	NA	F024126	F024126	3	<10^-80
full.genome_network3	1	F024110	NA	F024126	F024126	5	<10^-80
full.genome_network4	2	F024140	NA	F024126	F024126	4	<10^-80
full.genome_network5	1	F036273	NA	F024126	F024126	2	0.000034872
full.genome_network6	1	Missing1	NA	F024126	F024126	1	0.00000012068
full.genome_network7	1	F036314	NA	F024126	F024126	2	0.0000040535
full.genome_network8	1	Missing1	NA	F024126	F024126	1	0.00000000014355
full.genome_network9	1	Missing1	NA	F024126	F024126	1	0.000000000000000027798
full.genome_network10	1	F036345	NA	F024126	F024126	9	0.0000000000033909
full.genome_network11	1	Missing1	NA	F024126	F024126	1	0.0000000023977
full.genome_network12	1	Missing1	NA	F024126	F024126	1	0.00000029971
full.genome_network13	1	Missing1	NA	F024126	F024126	1	0.00000080610
full.genome_network1	1	Missing1	NA	F024127	F024127	5	<10^-80
full.genome_network2	1	Missing3	NA	F024127	F024127	3	<10^-80
full.genome_network3	1	F024110	NA	F024127	F024127	4	<10^-80
full.genome_network4	1	F024121	NA	F024127	F024127	3	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000080262
full.genome_network5	1	F036273	NA	F024127	F024127	7	0.00000071438
full.genome_network6	1	Missing1	NA	F024127	F024127	1	0.0000000017013
full.genome_network7	1	F036314	NA	F024127	F024127	2	0.00058725
full.genome_network8	1	Missing1	NA	F024127	F024127	1	0.0000000019498
full.genome_network9	1	Missing1	NA	F024127	F024127	1	0.000016118
full.genome_network10	1	F036345	NA	F024127	F024127	2	0.000011930
full.genome_network11	1	Missing1	NA	F024127	F024127	1	0.000000000017702
full.genome_network12	1	Missing1	NA	F024127	F024127	1	0.0000000048453
full.genome_network13	1	Missing1	NA	F024127	F024127	1	0.000000000065253
full.genome_network1	1	Missing1	NA	F024305	F024305	1	0.00000017814
full.genome_network2	1	Missing3	NA	F024305	F024305	6	0.0000000000097700
full.genome_network3	1	F024110	NA	F024305	F024305	2	0.0000066028
full.genome_network4	1	F024121	NA	F024305	F024305	2	0.0010922
full.genome_network5	1	F036273	NA	F024305	F024305	8	0.0000029230
full.genome_network6	1	Missing1	NA	F024305	F024305	1	0.0000000000028530
full.genome_network7	2	F036313	NA	F024305	F024305	5	<10^-80
full.genome_network8	1	Missing1	NA	F024305	F024305	1	0.00000000018417
full.genome_network9	1	Missing1	NA	F024305	F024305	8	0.00000000000000029071
full.genome_network10	1	F036345	NA	F024305	F024305	2	0.00014901
full.genome_network11	1	Missing1	NA	F024305	F024305	5	<10^-80
full.genome_network12	1	Missing1	NA	F024305	F024305	3	<10^-80
full.genome_network13	1	Missing1	NA	F024305	F024305	6	0.0000000000000000000000000000000000000000000000000000000000000000000000031910
full.genome_network1	1	Missing1	NA	F024436	F024436	1	0.0000038671
full.genome_network2	1	Missing3	NA	F024436	F024436	1	0.0000000000072464
full.genome_network3	1	F024110	NA	F024436	F024436	2	0.00000036766
full.genome_network4	1	F024121	NA	F024436	F024436	2	0.0010225
full.genome_network5	2	F036279	NA	F024436	F024436	8	0.00013870
full.genome_network6	1	Missing1	NA	F024436	F024436	1	0.000026527
full.genome_network7	1	F036314	NA	F024436	F024436	2	0.00000055985
full.genome_network8	1	Missing1	NA	F024436	F024436	1	0.00000000032625
full.genome_network9	1	Missing1	NA	F024436	F024436	1	0.000000000000011072
full.genome_network10	1	F036345	NA	F024436	F024436	9	0.00000000013852
full.genome_network11	1	Missing1	NA	F024436	F024436	1	0.00000000000000000012631
full.genome_network12	1	Missing1	NA	F024436	F024436	1	0.00000000036620
full.genome_network13	1	Missing1	NA	F024436	F024436	1	0.00045043
full.genome_network1	1	Missing1	NA	F024460	F024460	1	0.00000027888
full.genome_network2	1	Missing3	NA	F024460	F024460	1	0.0000015823
full.genome_network3	1	F024110	NA	F024460	F024460	2	0.0000000019995
full.genome_network4	1	F024121	NA	F024460	F024460	2	0.00041860
full.genome_network5	1	F036273	NA	F024460	F024460	2	0.00015335
full.genome_network6	1	Missing1	NA	F024460	F024460	1	0.00012648
full.genome_network7	1	F036314	NA	F024460	F024460	2	0.000092093
full.genome_network8	1	Missing1	NA	F024460	F024460	1	0.00000000000012907
full.genome_network9	1	Missing1	NA	F024460	F024460	1	0.000000000026381
full.genome_network10	1	F036345	NA	F024460	F024460	2	0.000024302
full.genome_network11	1	Missing1	NA	F024460	F024460	1	0.00000000000000011763
full.genome_network12	1	Missing1	NA	F024460	F024460	1	0.0000013743
full.genome_network13	1	Missing1	NA	F024460	F024460	1	0.0000000041805
full.genome_network1	1	Missing1	NA	F024466	F024466	1	0.00000000020481
full.genome_network2	1	Missing3	NA	F024466	F024466	1	0.0000000075236
full.genome_network3	1	F024110	NA	F024466	F024466	2	0.00000030312
full.genome_network4	1	F024121	NA	F024466	F024466	2	0.0085157
full.genome_network5	1	F036273	NA	F024466	F024466	8	0.00000000011737
full.genome_network6	1	Missing1	NA	F024466	F024466	6	0.0000000000000000000000000000000000000000000000000000000000000011555
full.genome_network7	1	F036314	NA	F024466	F024466	2	0.000076985
full.genome_network8	1	Missing1	NA	F024466	F024466	7	0.0000000000000000020803
full.genome_network9	1	Missing1	NA	F024466	F024466	1	0.000000000000000000000000000000000000000092482
full.genome_network10	1	F036345	NA	F024466	F024466	6	0.000000000000000000000000000000000000000000000000000033227
full.genome_network11	1	Missing1	NA	F024466	F024466	1	0.00000000000000000056629
full.genome_network12	1	Missing1	NA	F024466	F024466	1	0.0000000000072176
full.genome_network13	1	Missing1	NA	F024466	F024466	1	0.000000000015480
full.genome_network1	1	Missing1	NA	F024972	F024972	1	0.000021877
full.genome_network2	1	Missing3	NA	F024972	F024972	1	0.0000000051994
full.genome_network3	1	F024110	NA	F024972	F024972	2	0.0012959
full.genome_network4	1	F024121	NA	F024972	F024972	2	0.000050081
full.genome_network5	1	F036273	NA	F024972	F024972	8	0.00000000000000000000082408
full.genome_network6	1	Missing1	NA	F024972	F024972	1	0.00000037827
full.genome_network7	1	F036314	NA	F024972	F024972	2	0.00088076
full.genome_network8	1	Missing1	NA	F024972	F024972	7	0.000000000000000000000016497
full.genome_network9	1	Missing1	NA	F024972	F024972	1	0.000000067808
full.genome_network10	1	F036345	NA	F024972	F024972	2	0.000070665
full.genome_network11	1	Missing1	NA	F024972	F024972	1	0.000000000000013063
full.genome_network12	1	Missing1	NA	F024972	F024972	1	0.00000054570
full.genome_network13	1	Missing1	NA	F024972	F024972	1	0.000000011711
full.genome_network1	1	Missing1	NA	F028455	F028455	1	0.000015929
full.genome_network2	1	Missing3	NA	F028455	F028455	1	0.0000000037708
full.genome_network3	1	F024110	NA	F028455	F028455	2	0.0018046
full.genome_network4	1	F024121	NA	F028455	F028455	2	0.000072951
full.genome_network5	1	F036273	NA	F028455	F028455	8	0.0000000000000000029818
full.genome_network6	1	Missing1	NA	F028455	F028455	1	0.00000000010674
full.genome_network7	1	F036314	NA	F028455	F028455	2	0.0000049878
full.genome_network8	1	Missing1	NA	F028455	F028455	7	0.000000000000000000000000000000000014886
full.genome_network9	1	Missing1	NA	F028455	F028455	1	0.0000000000000000000000000062928
full.genome_network10	1	F036345	NA	F028455	F028455	8	0.00000000000000000022092
full.genome_network11	1	Missing1	NA	F028455	F028455	6	0.000000000000000012204
full.genome_network12	1	Missing1	NA	F028455	F028455	1	0.00000027157
full.genome_network13	1	Missing1	NA	F028455	F028455	8	0.000000000000050470
full.genome_network1	1	Missing1	NA	F028973	F028973	1	0.0031794
full.genome_network2	1	Missing3	NA	F028973	F028973	1	0.000000000000063488
full.genome_network3	1	F024110	NA	F028973	F028973	2	0.0011587
full.genome_network4	1	F024121	NA	F028973	F028973	2	0.00000089175
full.genome_network5	1	F036273	NA	F028973	F028973	2	0.000024170
full.genome_network6	1	Missing1	NA	F028973	F028973	1	0.000000000026171
full.genome_network7	1	F036314	NA	F028973	F028973	2	0.000016089
full.genome_network8	1	Missing1	NA	F028973	F028973	1	0.00000059196
full.genome_network9	1	Missing1	NA	F028973	F028973	1	0.00000031579
full.genome_network10	1	F036345	NA	F028973	F028973	2	0.00022267
full.genome_network11	1	Missing1	NA	F028973	F028973	1	0.00000000000058729
full.genome_network12	1	Missing1	NA	F028973	F028973	1	0.00000000063373
full.genome_network13	1	Missing1	NA	F028973	F028973	1	0.0000000023387
full.genome_network1	1	Missing1	NA	F030311	F030311	1	0.000000023164
full.genome_network2	1	Missing3	NA	F030311	F030311	1	0.00000000016781
full.genome_network3	1	F024110	NA	F030311	F030311	2	0.00012538
full.genome_network4	1	F024121	NA	F030311	F030311	2	0.0021784
full.genome_network5	1	F036273	NA	F030311	F030311	2	0.000055525
full.genome_network6	1	Missing1	NA	F030311	F030311	1	0.0000012263
full.genome_network7	1	F036314	NA	F030311	F030311	2	0.0000000084490
full.genome_network8	1	Missing1	NA	F030311	F030311	1	0.000051850
full.genome_network9	1	Missing1	NA	F030311	F030311	1	0.0000000031175
full.genome_network10	1	F036345	NA	F030311	F030311	2	0.000064809
full.genome_network11	1	Missing1	NA	F030311	F030311	8	0.00000000000000000000000000041143
full.genome_network12	1	Missing1	NA	F030311	F030311	1	0.0000076740
full.genome_network13	1	Missing1	NA	F030311	F030311	1	0.000017642
full.genome_network1	1	Missing1	NA	F032233	F032233	7	0.000000000000011673
full.genome_network2	1	F021340	NA	F032233	F032233	8	0.000000000000056592
full.genome_network3	1	F024110	NA	F032233	F032233	2	0.000017788
full.genome_network4	1	F024121	NA	F032233	F032233	2	0.000043053
full.genome_network5	1	F036273	NA	F032233	F032233	2	0.000010331
full.genome_network6	1	Missing1	NA	F032233	F032233	7	0.0000000000000000000000000000012024
full.genome_network7	1	F036314	NA	F032233	F032233	2	0.0000027999
full.genome_network8	1	Missing1	NA	F032233	F032233	1	0.000000000043442
full.genome_network9	1	Missing1	NA	F032233	F032233	8	0.000000000000072964
full.genome_network10	1	F036345	NA	F032233	F032233	6	0.00000000000000000000000000029982
full.genome_network11	1	Missing1	NA	F032233	F032233	1	0.00000000000000085508
full.genome_network12	1	Missing1	NA	F032233	F032233	1	0.00013490
full.genome_network13	1	Missing1	NA	F032233	F032233	7	0.00000000000041137
full.genome_network1	1	Missing1	NA	F032555	F032555	1	0.0000067542
full.genome_network2	1	Missing3	NA	F032555	F032555	1	0.000000000000015917
full.genome_network3	1	F024110	NA	F032555	F032555	2	0.0000020431
full.genome_network4	1	F024121	NA	F032555	F032555	2	0.00088850
full.genome_network5	1	F036273	NA	F032555	F032555	2	0.000000096199
full.genome_network6	1	Missing1	NA	F032555	F032555	1	0.000000054013
full.genome_network7	1	F036314	NA	F032555	F032555	2	0.0059886
full.genome_network8	1	Missing1	NA	F032555	F032555	1	0.0000031821
full.genome_network9	1	Missing1	NA	F032555	F032555	1	0.000000041774
full.genome_network10	1	F036345	NA	F032555	F032555	2	0.00026698
full.genome_network11	1	Missing1	NA	F032555	F032555	1	0.000000000000000092470
full.genome_network12	1	Missing1	NA	F032555	F032555	1	0.000000000049257
full.genome_network13	1	Missing1	NA	F032555	F032555	1	0.00000023761
full.genome_network1	1	Missing1	NA	F033452	F033452	7	0.000000000000017171
full.genome_network2	1	Missing3	NA	F033452	F033452	1	0.00000030034
full.genome_network3	1	F024110	NA	F033452	F033452	2	0.0074586
full.genome_network4	1	F024121	NA	F033452	F033452	2	0.0063548
full.genome_network5	1	F036273	NA	F033452	F033452	2	0.000000000019838
full.genome_network6	1	Missing1	NA	F033452	F033452	7	0.000000000000000042554
full.genome_network7	1	F036314	NA	F033452	F033452	2	0.000063003
full.genome_network8	1	Missing1	NA	F033452	F033452	8	0.000000000000000000000000000000011276
full.genome_network9	1	Missing1	NA	F033452	F033452	1	0.0000028257
full.genome_network10	1	F036345	NA	F033452	F033452	8	0.000000000000000000000022274
full.genome_network11	1	Missing1	NA	F033452	F033452	1	0.00000000000081852
full.genome_network12	1	Missing1	NA	F033452	F033452	1	0.00000012872
full.genome_network13	1	Missing1	NA	F033452	F033452	1	0.000013187
full.genome_network1	1	Missing1	NA	F034262	F034262	1	0.0000000000000094934
full.genome_network2	1	Missing3	NA	F034262	F034262	1	0.00000000094718
full.genome_network3	1	F024110	NA	F034262	F034262	2	0.000024302
full.genome_network4	1	F024121	NA	F034262	F034262	2	0.00000031645
full.genome_network5	1	F036273	NA	F034262	F034262	5	<10^-80
full.genome_network6	1	Missing1	NA	F034262	F034262	5	0.00000000000000000000000000000000000000000000000000000000000000000036710
full.genome_network7	2	F036313	NA	F034262	F034262	8	0.0029285
full.genome_network8	1	Missing1	NA	F034262	F034262	1	0.00000000000036079
full.genome_network9	1	Missing1	NA	F034262	F034262	7	0.00000000000000000000028593
full.genome_network10	1	F036345	NA	F034262	F034262	2	0.000000000000000000000000000018546
full.genome_network11	1	Missing1	NA	F034262	F034262	7	0.000000000000000000051793
full.genome_network12	1	Missing1	NA	F034262	F034262	1	0.0000000043232
full.genome_network13	1	Missing1	NA	F034262	F034262	1	0.000000040610
full.genome_network1	1	Missing1	NA	F034266	F034266	1	0.000000000000000000000000000000000000000000000000000000000038122
full.genome_network2	1	F021340	NA	F034266	F034266	6	0.000000000000000000000000000000000000000000000000018329
full.genome_network3	1	F024110	NA	F034266	F034266	2	0.0012032
full.genome_network4	1	F024121	NA	F034266	F034266	8	0.000000000067077
full.genome_network5	1	F036273	NA	F034266	F034266	2	<10^-80
full.genome_network6	1	Missing1	NA	F034266	F034266	1	<10^-80
full.genome_network7	1	F036314	NA	F034266	F034266	2	0.000032496
full.genome_network8	1	Missing1	NA	F034266	F034266	7	0.0000000000000000000000000000000000000087079
full.genome_network9	1	Missing1	NA	F034266	F034266	1	0.000000070388
full.genome_network10	1	F036345	NA	F034266	F034266	6	0.000000000000000000000000000000000000000000060438
full.genome_network11	1	Missing1	NA	F034266	F034266	1	0.00000000000012151
full.genome_network12	1	Missing1	NA	F034266	F034266	1	0.00000066409
full.genome_network13	1	Missing1	NA	F034266	F034266	1	0.0000045232
full.genome_network1	1	Missing1	NA	F034280	F034280	7	0.0000000000000000000000063172
full.genome_network2	1	F021340	NA	F034280	F034280	2	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000018876
full.genome_network3	1	F024110	NA	F034280	F034280	2	0.00000000089276
full.genome_network4	1	F024121	NA	F034280	F034280	2	0.000074844
full.genome_network5	1	F036273	NA	F034280	F034280	2	<10^-80
full.genome_network6	1	Missing1	NA	F034280	F034280	4	<10^-80
full.genome_network7	1	F036314	NA	F034280	F034280	2	0.0000076433
full.genome_network8	1	Missing1	NA	F034280	F034280	7	0.000000000000000000000000000000081636
full.genome_network9	1	Missing1	NA	F034280	F034280	1	0.0000000071710
full.genome_network10	1	F036345	NA	F034280	F034280	7	0.0000000000000000000000000013681
full.genome_network11	1	Missing1	NA	F034280	F034280	1	0.00000000000065771
full.genome_network12	1	Missing1	NA	F034280	F034280	8	0.000000000010895
full.genome_network13	1	Missing1	NA	F034280	F034280	1	0.000015201
full.genome_network1	1	Missing1	NA	F034337	F034337	1	0.000000023178
