Network	Pedigree	Founder	Network	Pedigree	Founder	degree_related
full.genome_network10	1	all	NA	F028973	all	UN
full.genome_network11	1	all	NA	F028973	all	UN
full.genome_network12	1	all	NA	F028973	all	UN
full.genome_network13	1	all	NA	F028973	all	UN
full.genome_network1	1	all	NA	F030311	all	UN
full.genome_network2	1	F021340	NA	F030311	F030311	8
full.genome_network3	1	all	NA	F030311	all	UN
full.genome_network4	1	all	NA	F030311	all	UN
full.genome_network5	2	Missing4	NA	F030311	F030311	7
full.genome_network6	1	all	NA	F030311	all	UN
full.genome_network7	2	Missing4	NA	F030311	F030311	7
full.genome_network8	1	all	NA	F030311	all	UN
full.genome_network9	1	all	NA	F030311	all	UN
full.genome_network10	1	all	NA	F030311	all	UN
full.genome_network11	1	Missing1	NA	F030311	F030311	8
full.genome_network12	1	all	NA	F030311	all	UN
full.genome_network13	1	all	NA	F030311	all	UN
full.genome_network1	1	Missing1	NA	F032233	F032233	7
full.genome_network2	1	F021340	NA	F032233	F032233	8
full.genome_network3	1	all	NA	F032233	all	UN
full.genome_network4	1	all	NA	F032233	all	UN
full.genome_network5	1	Missing2	NA	F032233	F032233	8
full.genome_network6	1	Missing1	NA	F032233	F032233	7
full.genome_network7	2	Missing4	NA	F032233	F032233	8
full.genome_network8	1	Missing1	NA	F032233	F032233	8
full.genome_network9	1	Missing1	NA	F032233	F032233	8
full.genome_network10	1	F036345	NA	F032233	F032233	7
full.genome_network11	1	all	NA	F032233	all	UN
full.genome_network12	1	all	NA	F032233	all	UN
full.genome_network13	1	Missing1	NA	F032233	F032233	8
full.genome_network1	1	all	NA	F032555	all	UN
full.genome_network2	1	Missing3	NA	F032555	F032555	8
full.genome_network3	1	all	NA	F032555	all	UN
full.genome_network4	1	all	NA	F032555	all	UN
full.genome_network5	1	Missing2	NA	F032555	F032555	7
full.genome_network6	1	all	NA	F032555	all	UN
full.genome_network7	1	all	NA	F032555	all	UN
full.genome_network8	1	all	NA	F032555	all	UN
full.genome_network9	1	all	NA	F032555	all	UN
full.genome_network10	1	all	NA	F032555	all	UN
full.genome_network11	1	Missing12	NA	F032555	F032555	7
full.genome_network12	1	Missing1	NA	F032555	F032555	8
full.genome_network13	1	all	NA	F032555	all	UN
full.genome_network1	1	Missing1	NA	F033452	F033452	8
full.genome_network2	1	all	NA	F033452	all	UN
full.genome_network3	1	all	NA	F033452	all	UN
full.genome_network4	1	Missing4	NA	F033452	F033452	7
full.genome_network5	1	Missing2	NA	F033452	F033452	8
full.genome_network6	1	Missing1	NA	F033452	F033452	8
full.genome_network7	2	Missing4	NA	F033452	F033452	8
full.genome_network8	1	Missing1	NA	F033452	F033452	7
full.genome_network9	1	all	NA	F033452	all	UN
full.genome_network10	1	F036345	NA	F033452	F033452	8
full.genome_network11	1	Missing12	NA	F033452	F033452	8
full.genome_network12	1	all	NA	F033452	all	UN
full.genome_network13	1	all	NA	F033452	all	UN
full.genome_network1	1	Missing1	NA	F034262	F034262	8
full.genome_network2	1	F021340	NA	F034262	F034262	8
full.genome_network3	1	all	NA	F034262	all	UN
full.genome_network4	2	Missing2	NA	F034262	F034262	8
full.genome_network5	2	F036273	NA	F034262	F034262	5
full.genome_network6	1	Missing1	NA	F034262	F034262	6
full.genome_network7	2	Missing4	NA	F034262	F034262	8
full.genome_network8	1	Missing1	NA	F034262	F034262	8
full.genome_network9	1	Missing1	NA	F034262	F034262	8
full.genome_network10	1	F036345	NA	F034262	F034262	8
full.genome_network11	1	Missing12	NA	F034262	F034262	8
full.genome_network12	1	all	NA	F034262	all	UN
full.genome_network13	1	all	NA	F034262	all	UN
full.genome_network1	1	Missing1	NA	F034266	F034266	6
full.genome_network2	1	F021340	NA	F034266	F034266	6
full.genome_network3	1	all	NA	F034266	all	UN
full.genome_network4	2	Missing2	NA	F034266	F034266	7
full.genome_network5	2	F036273	NA	F034266	F034266	5
full.genome_network6	1	Missing1	NA	F034266	F034266	4
full.genome_network7	1	all	NA	F034266	all	UN
full.genome_network8	1	Missing1	NA	F034266	F034266	7
full.genome_network9	1	all	NA	F034266	all	UN
full.genome_network10	1	F036345	NA	F034266	F034266	6
full.genome_network11	1	all	NA	F034266	all	UN
full.genome_network12	1	all	NA	F034266	all	UN
full.genome_network13	1	all	NA	F034266	all	UN
full.genome_network1	1	Missing1	NA	F034280	F034280	7
full.genome_network2	1	F021340	NA	F034280	F034280	5
full.genome_network3	1	Missing4	NA	F034280	F034280	7
full.genome_network4	1	Missing4	NA	F034280	F034280	7
full.genome_network5	2	F036273	NA	F034280	F034280	4
full.genome_network6	1	Missing1	NA	F034280	F034280	4
full.genome_network7	1	all	NA	F034280	all	UN
full.genome_network8	1	Missing1	NA	F034280	F034280	7
full.genome_network9	1	all	NA	F034280	all	UN
full.genome_network10	1	F036345	NA	F034280	F034280	8
full.genome_network11	1	all	NA	F034280	all	UN
full.genome_network12	1	Missing1	NA	F034280	F034280	8
full.genome_network13	1	all	NA	F034280	all	UN
full.genome_network1	1	all	NA	F034337	all	UN
full.genome_network2	1	all	NA	F034337	all	UN
full.genome_network3	1	all	NA	F034337	all	UN
full.genome_network4	1	Missing4	NA	F034337	F034337	8
full.genome_network5	2	F036273	NA	F034337	F034337	7
full.genome_network6	1	Missing1	NA	F034337	F034337	6
full.genome_network7	1	all	NA	F034337	all	UN
full.genome_network8	1	Missing1	NA	F034337	F034337	8
full.genome_network9	1	all	NA	F034337	all	UN
full.genome_network10	1	F036345	NA	F034337	F034337	8
full.genome_network11	1	Missing12	NA	F034337	F034337	8
full.genome_network12	1	Missing1	NA	F034337	F034337	8
full.genome_network13	1	all	NA	F034337	all	UN
full.genome_network1	1	all	NA	F034553	all	UN
full.genome_network2	1	Missing3	NA	F034553	F034553	7
full.genome_network3	2	F024110	NA	F034553	F034553	8
full.genome_network4	1	all	NA	F034553	all	UN
full.genome_network5	2	F036273	NA	F034553	F034553	6
full.genome_network6	1	Missing1	NA	F034553	F034553	3
full.genome_network7	1	all	NA	F034553	all	UN
full.genome_network8	1	Missing1	NA	F034553	F034553	7
full.genome_network9	1	Missing1	NA	F034553	F034553	7
full.genome_network10	1	F036345	NA	F034553	F034553	8
full.genome_network11	1	Missing12	NA	F034553	F034553	8
full.genome_network12	1	Missing1	NA	F034553	F034553	8
full.genome_network13	1	Missing1	NA	F034553	F034553	8
full.genome_network1	1	all	NA	F036171	all	UN
full.genome_network2	1	all	NA	F036171	all	UN
full.genome_network3	1	Missing4	NA	F036171	F036171	8
full.genome_network4	1	all	NA	F036171	all	UN
full.genome_network5	1	all	NA	F036171	all	UN
full.genome_network6	1	all	NA	F036171	all	UN
full.genome_network7	1	all	NA	F036171	all	UN
full.genome_network8	1	Missing1	NA	F036171	F036171	8
full.genome_network9	1	all	NA	F036171	all	UN
full.genome_network10	1	all	NA	F036171	all	UN
full.genome_network11	1	all	NA	F036171	all	UN
full.genome_network12	1	all	NA	F036171	all	UN
full.genome_network13	1	all	NA	F036171	all	UN
full.genome_network1	1	Missing1	NA	F036284	F036284	7
full.genome_network2	1	F021340	NA	F036284	F036284	8
full.genome_network3	1	all	NA	F036284	all	UN
full.genome_network4	2	Missing2	NA	F036284	F036284	8
full.genome_network5	2	F036273	NA	F036284	F036284	3
full.genome_network6	1	Missing1	NA	F036284	F036284	4
full.genome_network7	1	all	NA	F036284	all	UN
full.genome_network8	1	Missing1	NA	F036284	F036284	7
full.genome_network9	1	Missing1	NA	F036284	F036284	6
full.genome_network10	1	F036345	NA	F036284	F036284	6
full.genome_network11	1	Missing1	NA	F036284	F036284	7
full.genome_network12	1	Missing1	NA	F036284	F036284	7
full.genome_network13	1	all	NA	F036284	all	UN
full.genome_network1	1	all	NA	F036292	all	UN
full.genome_network2	1	Missing8	NA	F036292	F036292	8
full.genome_network3	1	all	NA	F036292	all	UN
full.genome_network4	1	Missing4	NA	F036292	F036292	8
full.genome_network5	1	all	NA	F036292	all	UN
full.genome_network6	1	Missing1	NA	F036292	F036292	7
full.genome_network7	1	all	NA	F036292	all	UN
full.genome_network8	1	all	NA	F036292	all	UN
full.genome_network9	1	Missing1	NA	F036292	F036292	8
full.genome_network10	1	F036345	NA	F036292	F036292	7
full.genome_network11	1	all	NA	F036292	all	UN
full.genome_network12	1	all	NA	F036292	all	UN
full.genome_network13	1	Missing1	NA	F036292	F036292	8
full.genome_network1	1	Missing1	NA	F036297	F036297	8
full.genome_network2	1	F021340	NA	F036297	F036297	9
full.genome_network3	1	Missing4	NA	F036297	F036297	7
full.genome_network4	1	all	NA	F036297	all	UN
full.genome_network5	2	F036273	NA	F036297	F036297	4
full.genome_network6	1	Missing1	NA	F036297	F036297	5
full.genome_network7	1	all	NA	F036297	all	UN
full.genome_network8	1	Missing1	NA	F036297	F036297	8
full.genome_network9	1	Missing1	NA	F036297	F036297	7
full.genome_network10	1	F036345	NA	F036297	F036297	7
full.genome_network11	1	all	NA	F036297	all	UN
full.genome_network12	1	all	NA	F036297	all	UN
full.genome_network13	1	all	NA	F036297	all	UN
full.genome_network1	1	Missing1	NA	F036298	F036298	8
full.genome_network2	1	F021340	NA	F036298	F036298	8
full.genome_network3	1	all	NA	F036298	all	UN
full.genome_network4	1	all	NA	F036298	all	UN
full.genome_network5	2	F036273	NA	F036298	F036298	3
full.genome_network6	1	Missing1	NA	F036298	F036298	4
full.genome_network7	1	all	NA	F036298	all	UN
full.genome_network8	1	Missing1	NA	F036298	F036298	7
full.genome_network9	1	Missing1	NA	F036298	F036298	6
full.genome_network10	1	F036345	NA	F036298	F036298	6
full.genome_network11	1	Missing4	NA	F036298	F036298	8
full.genome_network12	1	all	NA	F036298	all	UN
full.genome_network13	1	all	NA	F036298	all	UN
full.genome_network1	1	Missing1	NA	F036300	F036300	8
full.genome_network2	1	F021340	NA	F036300	F036300	8
full.genome_network3	1	Missing4	NA	F036300	F036300	8
full.genome_network4	1	all	NA	F036300	all	UN
full.genome_network5	1	Missing2	NA	F036300	F036300	7
full.genome_network6	1	Missing1	NA	F036300	F036300	8
full.genome_network7	2	Missing4	NA	F036300	F036300	8
full.genome_network8	1	Missing1	NA	F036300	F036300	8
full.genome_network9	1	Missing1	NA	F036300	F036300	8
full.genome_network10	1	F036345	NA	F036300	F036300	8
full.genome_network11	1	Missing12	NA	F036300	F036300	8
full.genome_network12	1	Missing1	NA	F036300	F036300	8
full.genome_network13	1	all	NA	F036300	all	UN
full.genome_network1	1	all	NA	F036301	all	UN
full.genome_network2	1	Missing8	NA	F036301	F036301	8
full.genome_network3	1	Missing4	NA	F036301	F036301	8
full.genome_network4	1	all	NA	F036301	all	UN
full.genome_network5	2	F036273	NA	F036301	F036301	4
full.genome_network6	1	Missing1	NA	F036301	F036301	5
full.genome_network7	1	all	NA	F036301	all	UN
full.genome_network8	1	Missing1	NA	F036301	F036301	8
full.genome_network9	1	Missing1	NA	F036301	F036301	8
full.genome_network10	1	F036345	NA	F036301	F036301	8
full.genome_network11	1	Missing12	NA	F036301	F036301	8
full.genome_network12	1	all	NA	F036301	all	UN
full.genome_network13	1	all	NA	F036301	all	UN
full.genome_network1	1	all	NA	F036306	all	UN
full.genome_network2	1	Missing8	NA	F036306	F036306	8
full.genome_network3	1	all	NA	F036306	all	UN
full.genome_network4	2	Missing2	NA	F036306	F036306	8
full.genome_network5	2	F036273	NA	F036306	F036306	4
full.genome_network6	1	Missing1	NA	F036306	F036306	5
full.genome_network7	1	all	NA	F036306	all	UN
full.genome_network8	1	Missing1	NA	F036306	F036306	6
full.genome_network9	1	Missing1	NA	F036306	F036306	8
full.genome_network10	1	F036345	NA	F036306	F036306	6
full.genome_network11	1	Missing4	NA	F036306	F036306	8
full.genome_network12	1	all	NA	F036306	all	UN
full.genome_network13	1	all	NA	F036306	all	UN
full.genome_network1	1	all	NA	F036308	all	UN
full.genome_network2	1	Missing3	NA	F036308	F036308	7
full.genome_network3	1	all	NA	F036308	all	UN
full.genome_network4	1	all	NA	F036308	all	UN
full.genome_network5	1	Missing2	NA	F036308	F036308	8
full.genome_network6	1	Missing1	NA	F036308	F036308	6
full.genome_network7	1	Missing2	NA	F036308	F036308	7
full.genome_network8	1	Missing1	NA	F036308	F036308	8
full.genome_network9	1	Missing1	NA	F036308	F036308	6
full.genome_network10	1	F036345	NA	F036308	F036308	4
full.genome_network11	1	all	NA	F036308	all	UN
full.genome_network12	1	Missing1	NA	F036308	F036308	8
full.genome_network13	1	all	NA	F036308	all	UN
full.genome_network1	1	Missing1	NA	F036316	F036316	8
full.genome_network2	1	F021340	NA	F036316	F036316	8
full.genome_network3	1	Missing4	NA	F036316	F036316	8
full.genome_network4	2	Missing2	NA	F036316	F036316	8
full.genome_network5	1	F036279	NA	F036316	F036316	7
full.genome_network6	1	Missing1	NA	F036316	F036316	6
full.genome_network7	2	Missing4	NA	F036316	F036316	8
full.genome_network8	1	Missing1	NA	F036316	F036316	8
full.genome_network9	1	Missing1	NA	F036316	F036316	8
full.genome_network10	1	F036345	NA	F036316	F036316	8
full.genome_network11	1	Missing1	NA	F036316	F036316	7
full.genome_network12	1	Missing1	NA	F036316	F036316	8
full.genome_network13	1	all	NA	F036316	all	UN
full.genome_network1	1	all	NA	F036318	all	UN
full.genome_network2	1	Missing8	NA	F036318	F036318	8
full.genome_network3	1	all	NA	F036318	all	UN
full.genome_network4	1	all	NA	F036318	all	UN
full.genome_network5	2	F036273	NA	F036318	F036318	7
full.genome_network6	1	Missing1	NA	F036318	F036318	4
full.genome_network7	2	Missing4	NA	F036318	F036318	8
full.genome_network8	1	Missing1	NA	F036318	F036318	7
full.genome_network9	1	Missing1	NA	F036318	F036318	8
full.genome_network10	1	F036345	NA	F036318	F036318	7
full.genome_network11	1	Missing12	NA	F036318	F036318	8
full.genome_network12	1	all	NA	F036318	all	UN
full.genome_network13	1	Missing1	NA	F036318	F036318	8
full.genome_network1	1	all	NA	F036323	all	UN
full.genome_network2	1	F021340	NA	F036323	F036323	9
full.genome_network3	1	all	NA	F036323	all	UN
full.genome_network4	1	all	NA	F036323	all	UN
full.genome_network5	2	F036273	NA	F036323	F036323	8
full.genome_network6	1	Missing1	NA	F036323	F036323	8
full.genome_network7	1	all	NA	F036323	all	UN
full.genome_network8	1	Missing1	NA	F036323	F036323	8
full.genome_network9	1	Missing1	NA	F036323	F036323	7
full.genome_network10	1	F036345	NA	F036323	F036323	4
full.genome_network11	1	Missing4	NA	F036323	F036323	8
full.genome_network12	1	all	NA	F036323	all	UN
full.genome_network13	1	all	NA	F036323	all	UN
full.genome_network1	1	all	NA	F036344	all	UN
full.genome_network2	1	F021340	NA	F036344	F036344	8
full.genome_network3	1	all	NA	F036344	all	UN
full.genome_network4	1	all	NA	F036344	all	UN
full.genome_network5	1	Missing2	NA	F036344	F036344	8
full.genome_network6	1	Missing1	NA	F036344	F036344	8
full.genome_network7	1	all	NA	F036344	all	UN
full.genome_network8	1	all	NA	F036344	all	UN
full.genome_network9	1	Missing1	NA	F036344	F036344	8
full.genome_network10	1	F036345	NA	F036344	F036344	8
full.genome_network11	1	all	NA	F036344	all	UN
full.genome_network12	1	all	NA	F036344	all	UN
full.genome_network13	1	all	NA	F036344	all	UN
full.genome_network1	1	all	NA	F036346	all	UN
full.genome_network2	1	all	NA	F036346	all	UN
full.genome_network3	1	all	NA	F036346	all	UN
full.genome_network4	1	all	NA	F036346	all	UN
full.genome_network5	1	all	NA	F036346	all	UN
full.genome_network6	1	Missing1	NA	F036346	F036346	6
full.genome_network7	1	all	NA	F036346	all	UN
full.genome_network8	1	all	NA	F036346	all	UN
full.genome_network9	1	all	NA	F036346	all	UN
full.genome_network10	1	F036345	NA	F036346	F036346	6
full.genome_network11	1	all	NA	F036346	all	UN
full.genome_network12	1	all	NA	F036346	all	UN
full.genome_network13	1	all	NA	F036346	all	UN
full.genome_network1	1	Missing1	NA	F036357	F036357	8
full.genome_network2	1	F021340	NA	F036357	F036357	8
full.genome_network3	1	all	NA	F036357	all	UN
full.genome_network4	1	all	NA	F036357	all	UN
full.genome_network5	1	all	NA	F036357	all	UN
full.genome_network6	1	Missing1	NA	F036357	F036357	8
full.genome_network7	2	F036313	NA	F036357	F036357	5
full.genome_network8	1	all	NA	F036357	all	UN
full.genome_network9	1	Missing1	NA	F036357	F036357	8
full.genome_network10	1	F036345	NA	F036357	F036357	7
full.genome_network11	1	Missing1	NA	F036357	F036357	4
full.genome_network12	1	Missing1	NA	F036357	F036357	4
full.genome_network13	1	Missing1	NA	F036357	F036357	4
full.genome_network1	1	all	NA	F036367	all	UN
full.genome_network2	1	all	NA	F036367	all	UN
full.genome_network3	1	all	NA	F036367	all	UN
full.genome_network4	1	all	NA	F036367	all	UN
full.genome_network5	1	all	NA	F036367	all	UN
full.genome_network6	1	all	NA	F036367	all	UN
full.genome_network7	2	F036313	NA	F036367	F036367	5
full.genome_network8	1	all	NA	F036367	all	UN
full.genome_network9	1	all	NA	F036367	all	UN
full.genome_network10	1	all	NA	F036367	all	UN
full.genome_network11	1	Missing1	NA	F036367	F036367	4
full.genome_network12	1	Missing1	NA	F036367	F036367	5
full.genome_network13	1	Missing1	NA	F036367	F036367	4
full.genome_network1	1	Missing1	NA	F036370	F036370	8
full.genome_network2	1	all	NA	F036370	all	UN
full.genome_network3	1	Missing4	NA	F036370	F036370	8
full.genome_network4	1	all	NA	F036370	all	UN
full.genome_network5	1	all	NA	F036370	all	UN
full.genome_network6	1	all	NA	F036370	all	UN
full.genome_network7	2	F036313	NA	F036370	F036370	6
full.genome_network8	1	all	NA	F036370	all	UN
full.genome_network9	1	all	NA	F036370	all	UN
full.genome_network10	1	all	NA	F036370	all	UN
full.genome_network11	1	Missing1	NA	F036370	F036370	5
full.genome_network12	1	Missing1	NA	F036370	F036370	2
full.genome_network13	1	Missing1	NA	F036370	F036370	4
full.genome_network1	1	Missing1	NA	F036371	F036371	8
full.genome_network2	1	F021340	NA	F036371	F036371	8
full.genome_network3	1	all	NA	F036371	all	UN
full.genome_network4	1	all	NA	F036371	all	UN
full.genome_network5	1	F036279	NA	F036371	F036371	7
full.genome_network6	1	all	NA	F036371	all	UN
full.genome_network7	2	F036313	NA	F036371	F036371	5
full.genome_network8	1	all	NA	F036371	all	UN
full.genome_network9	1	Missing1	NA	F036371	F036371	8
full.genome_network10	1	Missing1	NA	F036371	F036371	8
full.genome_network11	1	Missing1	NA	F036371	F036371	4
full.genome_network12	1	Missing1	NA	F036371	F036371	2
full.genome_network13	1	Missing1	NA	F036371	F036371	5
full.genome_network1	1	all	NA	F036372	all	UN
full.genome_network2	1	Missing8	NA	F036372	F036372	8
full.genome_network3	1	all	NA	F036372	all	UN
full.genome_network4	1	all	NA	F036372	all	UN
full.genome_network5	1	all	NA	F036372	all	UN
full.genome_network6	1	all	NA	F036372	all	UN
full.genome_network7	2	F036313	NA	F036372	F036372	6
full.genome_network8	1	all	NA	F036372	all	UN
full.genome_network9	1	all	NA	F036372	all	UN
full.genome_network10	1	F036345	NA	F036372	F036372	9
full.genome_network11	1	Missing1	NA	F036372	F036372	4
full.genome_network12	1	Missing1	NA	F036372	F036372	2
full.genome_network13	1	Missing1	NA	F036372	F036372	4
full.genome_network1	1	all	NA	F036380	all	UN
full.genome_network2	1	F021340	NA	F036380	F036380	9
full.genome_network3	1	all	NA	F036380	all	UN
full.genome_network4	2	Missing2	NA	F036380	F036380	8
full.genome_network5	2	F036273	NA	F036380	F036380	8
full.genome_network6	1	all	NA	F036380	all	UN
full.genome_network7	2	F036313	NA	F036380	F036380	5
full.genome_network8	1	Missing1	NA	F036380	F036380	8
full.genome_network9	1	all	NA	F036380	all	UN
full.genome_network10	1	all	NA	F036380	all	UN
full.genome_network11	1	Missing1	NA	F036380	F036380	4
full.genome_network12	1	Missing1	NA	F036380	F036380	2
full.genome_network13	1	Missing1	NA	F036380	F036380	4
full.genome_network1	1	all	NA	F036384	all	UN
full.genome_network2	1	Missing3	NA	F036384	F036384	7
full.genome_network3	1	all	NA	F036384	all	UN
full.genome_network4	2	Missing2	NA	F036384	F036384	8
full.genome_network5	2	F036273	NA	F036384	F036384	8
full.genome_network6	1	Missing1	NA	F036384	F036384	8
full.genome_network7	2	F036313	NA	F036384	F036384	7
full.genome_network8	1	Missing1	NA	F036384	F036384	8
full.genome_network9	1	Missing1	NA	F036384	F036384	8
full.genome_network10	1	F036345	NA	F036384	F036384	8
full.genome_network11	1	Missing1	NA	F036384	F036384	5
full.genome_network12	1	Missing1	NA	F036384	F036384	3
full.genome_network13	1	Missing1	NA	F036384	F036384	5
full.genome_network1	1	Missing1	NA	F036389	F036389	8
full.genome_network2	1	Missing3	NA	F036389	F036389	7
full.genome_network3	1	all	NA	F036389	all	UN
full.genome_network4	1	all	NA	F036389	all	UN
full.genome_network5	1	all	NA	F036389	all	UN
full.genome_network6	1	all	NA	F036389	all	UN
full.genome_network7	2	F036313	NA	F036389	F036389	7
full.genome_network8	1	all	NA	F036389	all	UN
full.genome_network9	1	all	NA	F036389	all	UN
full.genome_network10	1	Missing1	NA	F036389	F036389	8
full.genome_network11	1	Missing1	NA	F036389	F036389	2
full.genome_network12	1	Missing1	NA	F036389	F036389	5
full.genome_network13	1	Missing1	NA	F036389	F036389	3
full.genome_network1	1	Missing1	NA	F036392	F036392	8
full.genome_network2	1	all	NA	F036392	all	UN
full.genome_network3	2	F024110	NA	F036392	F036392	8
full.genome_network4	1	all	NA	F036392	all	UN
full.genome_network5	1	all	NA	F036392	all	UN
full.genome_network6	1	all	NA	F036392	all	UN
full.genome_network7	2	F036313	NA	F036392	F036392	5
full.genome_network8	1	Missing1	NA	F036392	F036392	7
full.genome_network9	1	all	NA	F036392	all	UN
full.genome_network10	1	Missing1	NA	F036392	F036392	8
full.genome_network11	1	Missing1	NA	F036392	F036392	4
full.genome_network12	1	Missing1	NA	F036392	F036392	2
full.genome_network13	1	Missing1	NA	F036392	F036392	5
full.genome_network1	1	Missing1	NA	F036401	F036401	8
full.genome_network2	1	F021340	NA	F036401	F036401	8
full.genome_network3	1	Missing4	NA	F036401	F036401	8
full.genome_network4	2	F024140	NA	F036401	F036401	8
full.genome_network5	1	all	NA	F036401	all	UN
full.genome_network6	1	all	NA	F036401	all	UN
full.genome_network7	2	F036313	NA	F036401	F036401	6
full.genome_network8	1	Missing1	NA	F036401	F036401	8
full.genome_network9	1	all	NA	F036401	all	UN
full.genome_network10	1	all	NA	F036401	all	UN
full.genome_network11	1	Missing1	NA	F036401	F036401	6
full.genome_network12	1	Missing1	NA	F036401	F036401	3
full.genome_network13	1	Missing1	NA	F036401	F036401	6
full.genome_network1	1	Missing1	NA	F036403	F036403	8
full.genome_network2	1	Missing8	NA	F036403	F036403	7
full.genome_network3	1	Missing4	NA	F036403	F036403	7
full.genome_network4	1	all	NA	F036403	all	UN
full.genome_network5	1	all	NA	F036403	all	UN
full.genome_network6	1	all	NA	F036403	all	UN
full.genome_network7	2	F036313	NA	F036403	F036403	3
full.genome_network8	1	Missing1	NA	F036403	F036403	7
full.genome_network9	1	Missing1	NA	F036403	F036403	8
full.genome_network10	1	all	NA	F036403	all	UN
full.genome_network11	1	Missing1	NA	F036403	F036403	4
full.genome_network12	1	Missing1	NA	F036403	F036403	4
full.genome_network13	1	Missing1	NA	F036403	F036403	4
full.genome_network1	1	all	NA	F036406	all	UN
full.genome_network2	1	Missing8	NA	F036406	F036406	8
full.genome_network3	1	Missing4	NA	F036406	F036406	8
full.genome_network4	2	Missing2	NA	F036406	F036406	8
full.genome_network5	1	all	NA	F036406	all	UN
full.genome_network6	1	all	NA	F036406	all	UN
full.genome_network7	2	F036313	NA	F036406	F036406	3
full.genome_network8	1	Missing1	NA	F036406	F036406	7
full.genome_network9	1	all	NA	F036406	all	UN
full.genome_network10	1	F036345	NA	F036406	F036406	9
full.genome_network11	1	Missing1	NA	F036406	F036406	5
full.genome_network12	1	Missing1	NA	F036406	F036406	4
full.genome_network13	1	Missing1	NA	F036406	F036406	4
full.genome_network1	1	Missing1	NA	F036407	F036407	8
full.genome_network2	1	Missing3	NA	F036407	F036407	7
full.genome_network3	1	Missing4	NA	F036407	F036407	8
full.genome_network4	1	all	NA	F036407	all	UN
full.genome_network5	1	Missing2	NA	F036407	F036407	8
full.genome_network6	1	all	NA	F036407	all	UN
full.genome_network7	2	F036313	NA	F036407	F036407	3
full.genome_network8	1	all	NA	F036407	all	UN
full.genome_network9	1	all	NA	F036407	all	UN
full.genome_network10	1	Missing1	NA	F036407	F036407	8
full.genome_network11	1	Missing1	NA	F036407	F036407	5
full.genome_network12	1	Missing1	NA	F036407	F036407	4
full.genome_network13	1	Missing1	NA	F036407	F036407	4
full.genome_network1	1	all	NA	F036425	all	UN
full.genome_network2	1	F021340	NA	F036425	F036425	8
full.genome_network3	1	all	NA	F036425	all	UN
full.genome_network4	2	Missing2	NA	F036425	F036425	8
full.genome_network5	1	Missing2	NA	F036425	F036425	8
full.genome_network6	1	all	NA	F036425	all	UN
full.genome_network7	2	F036313	NA	F036425	F036425	6
full.genome_network8	1	Missing1	NA	F036425	F036425	8
full.genome_network9	1	Missing1	NA	F036425	F036425	8
full.genome_network10	1	all	NA	F036425	all	UN
full.genome_network11	1	Missing1	NA	F036425	F036425	5
full.genome_network12	1	Missing1	NA	F036425	F036425	4
full.genome_network13	1	Missing1	NA	F036425	F036425	4
full.genome_network1	1	all	NA	F036426	all	UN
full.genome_network2	1	F021340	NA	F036426	F036426	9
full.genome_network3	1	all	NA	F036426	all	UN
full.genome_network4	1	all	NA	F036426	all	UN
full.genome_network5	1	all	NA	F036426	all	UN
full.genome_network6	1	all	NA	F036426	all	UN
full.genome_network7	2	F036313	NA	F036426	F036426	8
full.genome_network8	1	all	NA	F036426	all	UN
full.genome_network9	1	all	NA	F036426	all	UN
full.genome_network10	1	all	NA	F036426	all	UN
full.genome_network11	1	Missing1	NA	F036426	F036426	7
full.genome_network12	1	Missing1	NA	F036426	F036426	7
full.genome_network13	1	Missing1	NA	F036426	F036426	5
full.genome_network1	1	all	NA	F036456	all	UN
full.genome_network2	1	Missing8	NA	F036456	F036456	8
full.genome_network3	1	all	NA	F036456	all	UN
full.genome_network4	1	all	NA	F036456	all	UN
full.genome_network5	1	all	NA	F036456	all	UN
full.genome_network6	1	all	NA	F036456	all	UN
full.genome_network7	2	F036313	NA	F036456	F036456	4
full.genome_network8	1	all	NA	F036456	all	UN
full.genome_network9	1	all	NA	F036456	all	UN
full.genome_network10	1	all	NA	F036456	all	UN
full.genome_network11	1	Missing1	NA	F036456	F036456	6
full.genome_network12	1	Missing1	NA	F036456	F036456	5
full.genome_network13	1	Missing1	NA	F036456	F036456	5
full.genome_network1	1	all	NA	F036466	all	UN
full.genome_network2	1	Missing3	NA	F036466	F036466	7
full.genome_network3	1	all	NA	F036466	all	UN
full.genome_network4	1	all	NA	F036466	all	UN
full.genome_network5	1	Missing2	NA	F036466	F036466	7
full.genome_network6	1	Missing1	NA	F036466	F036466	8
full.genome_network7	1	all	NA	F036466	all	UN
full.genome_network8	1	Missing1	NA	F036466	F036466	8
full.genome_network9	1	Missing1	NA	F036466	F036466	8
full.genome_network10	1	all	NA	F036466	all	UN
full.genome_network11	1	Missing1	NA	F036466	F036466	7
full.genome_network12	1	Missing1	NA	F036466	F036466	8
full.genome_network13	1	Missing1	NA	F036466	F036466	8
full.genome_network1	1	all	NA	F036468	all	UN
full.genome_network2	1	all	NA	F036468	all	UN
full.genome_network3	1	all	NA	F036468	all	UN
full.genome_network4	1	all	NA	F036468	all	UN
full.genome_network5	2	F036273	NA	F036468	F036468	7
full.genome_network6	1	Missing1	NA	F036468	F036468	6
full.genome_network7	1	all	NA	F036468	all	UN
full.genome_network8	1	Missing1	NA	F036468	F036468	6
full.genome_network9	1	Missing1	NA	F036468	F036468	8
full.genome_network10	1	F036345	NA	F036468	F036468	7
